"","X","id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
"241",240,17217,"Male","Loyal Customer",36,"Business travel","Business",2651,4,4,4,4,3,4,4,5,5,5,5,5,5,3,10,0,"satisfied"
"242",241,44847,"Female","Loyal Customer",11,"Personal Travel","Eco",760,3,5,3,1,5,3,5,5,3,5,5,4,4,5,102,88,"neutral or dissatisfied"
"248",247,21134,"Male","Loyal Customer",44,"Personal Travel","Eco",227,4,5,0,1,2,0,2,2,3,4,4,5,5,2,0,0,"satisfied"
"249",248,112062,"Male","disloyal Customer",49,"Business travel","Eco",1754,3,3,3,3,4,3,5,4,1,4,3,4,4,4,33,28,"neutral or dissatisfied"
"250",249,28643,"Male","Loyal Customer",59,"Business travel","Business",2176,2,3,2,2,3,5,2,5,5,5,5,4,5,4,5,0,"satisfied"
"252",251,92145,"Female","Loyal Customer",46,"Business travel","Business",1522,3,2,3,3,3,5,4,4,4,4,4,3,4,5,0,0,"satisfied"
"253",252,115846,"Male","Loyal Customer",36,"Business travel","Eco",325,5,5,5,5,5,5,5,5,1,5,3,1,3,5,0,0,"satisfied"
"254",253,99685,"Female","Loyal Customer",62,"Business travel","Business",3217,2,2,2,2,5,4,4,4,4,4,4,4,4,5,19,16,"satisfied"
"255",254,112072,"Male","Loyal Customer",59,"Business travel","Business",1491,3,3,3,3,2,4,4,3,3,2,3,4,3,3,15,14,"satisfied"
"256",255,119226,"Female","Loyal Customer",29,"Personal Travel","Eco",331,3,4,3,4,3,3,3,3,5,4,2,2,4,3,0,0,"neutral or dissatisfied"
"257",256,115925,"Female","disloyal Customer",41,"Business travel","Business",371,2,2,2,1,1,2,1,1,4,4,2,1,1,1,35,30,"neutral or dissatisfied"
"258",257,106552,"Male","Loyal Customer",7,"Personal Travel","Eco",727,1,5,1,3,4,1,4,4,4,1,1,5,4,4,0,0,"neutral or dissatisfied"
"259",258,25126,"Female","Loyal Customer",65,"Personal Travel","Business",1249,3,5,3,2,4,4,4,3,3,3,3,4,3,5,40,44,"neutral or dissatisfied"
"262",261,70328,"Female","Loyal Customer",58,"Business travel","Business",2498,3,3,3,3,4,4,4,5,5,5,5,4,5,3,0,0,"satisfied"
"263",262,88847,"Female","Loyal Customer",45,"Personal Travel","Eco Plus",545,2,5,2,2,4,1,1,2,2,2,4,4,2,3,14,20,"neutral or dissatisfied"
"264",263,108398,"Male","Loyal Customer",46,"Personal Travel","Eco Plus",1838,1,5,1,3,5,1,5,5,3,2,5,4,5,5,0,0,"neutral or dissatisfied"
"265",264,97316,"Female","Loyal Customer",43,"Business travel","Business",3724,3,3,3,3,4,4,5,5,5,5,5,4,5,3,19,7,"satisfied"
"266",265,124811,"Male","disloyal Customer",26,"Business travel","Business",280,2,2,2,2,2,2,2,2,2,3,2,2,3,2,0,6,"neutral or dissatisfied"
"267",266,23012,"Male","Loyal Customer",41,"Business travel","Eco Plus",641,5,1,1,1,5,5,5,5,3,4,3,5,5,5,0,0,"satisfied"
"268",267,18088,"Female","Loyal Customer",50,"Personal Travel","Eco",488,3,5,3,1,3,4,5,5,5,3,5,5,5,3,0,0,"neutral or dissatisfied"
"269",268,37982,"Male","Loyal Customer",38,"Personal Travel","Business",1237,3,4,3,1,4,3,4,5,5,3,5,5,5,5,6,0,"neutral or dissatisfied"
"270",269,31332,"Female","disloyal Customer",38,"Business travel","Eco",1062,1,1,1,2,3,1,3,3,4,1,4,5,3,3,0,0,"neutral or dissatisfied"
"271",270,97455,"Female","Loyal Customer",55,"Business travel","Business",2699,2,2,2,2,2,5,4,3,3,3,3,4,3,4,0,3,"satisfied"
"272",271,28901,"Female","Loyal Customer",49,"Business travel","Business",679,1,1,1,1,2,5,4,4,4,4,4,2,4,1,51,71,"satisfied"
"273",272,107606,"Male","disloyal Customer",33,"Business travel","Business",423,4,4,4,3,4,4,4,4,3,2,4,5,5,4,0,5,"neutral or dissatisfied"
"274",273,53258,"Female","Loyal Customer",57,"Business travel","Business",4817,4,4,4,4,5,5,5,3,3,4,4,5,4,5,0,19,"satisfied"
"275",274,14292,"Female","Loyal Customer",35,"Business travel","Business",3833,3,3,3,3,3,2,3,5,5,5,5,4,5,4,0,3,"satisfied"
"276",275,68232,"Female","Loyal Customer",40,"Business travel","Business",2559,5,5,5,5,3,5,5,4,4,4,4,3,4,3,0,0,"satisfied"
"277",276,51224,"Female","disloyal Customer",37,"Business travel","Eco Plus",373,4,4,4,4,3,4,3,3,4,4,1,1,1,3,0,0,"neutral or dissatisfied"
"278",277,121386,"Female","Loyal Customer",52,"Personal Travel","Eco",2279,2,5,2,3,2,4,2,5,3,4,5,2,4,2,17,79,"neutral or dissatisfied"
"279",278,31668,"Male","Loyal Customer",41,"Business travel","Eco",862,2,2,2,2,2,2,2,2,3,5,2,3,3,2,0,0,"satisfied"
"281",280,95876,"Female","Loyal Customer",32,"Business travel","Business",759,2,2,2,2,5,4,5,5,3,5,4,4,4,5,0,0,"satisfied"
"282",281,62793,"Male","Loyal Customer",11,"Personal Travel","Eco",2338,2,4,2,3,2,1,1,3,2,4,5,1,4,1,152,151,"neutral or dissatisfied"
"285",284,100404,"Female","disloyal Customer",45,"Business travel","Business",1011,3,2,2,5,4,3,4,4,4,3,4,4,5,4,0,0,"neutral or dissatisfied"
"287",286,21454,"Female","Loyal Customer",31,"Business travel","Eco",164,2,3,3,3,2,2,2,2,3,3,3,1,3,2,0,0,"neutral or dissatisfied"
"288",287,15937,"Male","Loyal Customer",38,"Business travel","Eco",166,4,3,2,3,4,4,4,4,5,5,4,4,5,4,17,17,"satisfied"
"289",288,70105,"Male","Loyal Customer",40,"Business travel","Business",2280,4,4,4,4,3,5,5,5,5,5,5,4,5,5,19,38,"satisfied"
"290",289,47540,"Male","Loyal Customer",13,"Personal Travel","Eco",590,5,4,5,2,5,5,5,5,4,4,4,4,4,5,0,0,"satisfied"
"291",290,57561,"Female","Loyal Customer",44,"Business travel","Business",1597,2,2,2,2,3,4,4,2,2,2,2,5,2,4,0,5,"satisfied"
"292",291,124103,"Female","Loyal Customer",66,"Business travel","Business",2264,3,5,4,5,5,4,4,3,3,3,3,2,3,4,0,0,"neutral or dissatisfied"
"293",292,125736,"Female","Loyal Customer",30,"Business travel","Eco Plus",814,5,5,5,5,5,5,5,5,3,2,1,2,3,5,0,0,"satisfied"
"294",293,93362,"Male","Loyal Customer",44,"Personal Travel","Eco",1024,3,1,3,3,4,3,4,4,1,1,4,3,3,4,2,0,"neutral or dissatisfied"
"295",294,95429,"Female","Loyal Customer",53,"Business travel","Business",3276,0,5,0,4,4,5,4,3,3,3,3,5,3,5,0,0,"satisfied"
"297",296,100691,"Female","Loyal Customer",39,"Personal Travel","Eco",889,2,5,2,3,3,2,3,3,3,3,4,3,4,3,38,30,"neutral or dissatisfied"
"298",297,119948,"Male","disloyal Customer",29,"Business travel","Business",1009,2,2,2,4,3,2,3,3,3,5,4,5,4,3,0,0,"neutral or dissatisfied"
"299",298,15778,"Male","Loyal Customer",38,"Business travel","Eco",198,4,5,5,5,4,4,4,4,3,4,4,4,3,4,42,65,"neutral or dissatisfied"
"300",299,68342,"Male","Loyal Customer",59,"Business travel","Business",1598,3,3,3,3,4,3,4,5,5,5,5,3,5,5,0,0,"satisfied"
"303",302,70371,"Male","Loyal Customer",22,"Personal Travel","Eco",1145,3,5,3,1,4,3,4,4,5,2,4,5,5,4,0,10,"neutral or dissatisfied"
"304",303,1386,"Male","Loyal Customer",50,"Personal Travel","Eco Plus",282,0,4,0,5,4,0,3,4,4,4,4,3,4,4,18,10,"satisfied"
"305",304,35225,"Male","Loyal Customer",22,"Business travel","Eco",1076,5,1,1,1,5,5,5,5,3,1,2,2,1,5,47,62,"satisfied"
"306",305,86204,"Male","Loyal Customer",56,"Business travel","Business",3927,4,4,4,4,5,5,5,4,4,4,4,4,4,4,0,1,"satisfied"
"307",306,126370,"Male","Loyal Customer",39,"Personal Travel","Eco",507,3,5,4,2,4,4,4,4,5,5,4,3,5,4,0,0,"neutral or dissatisfied"
"310",309,99020,"Male","Loyal Customer",56,"Business travel","Business",2387,4,4,4,4,2,5,4,3,3,4,3,4,3,3,33,21,"satisfied"
"311",310,18463,"Male","Loyal Customer",27,"Business travel","Business",192,3,3,3,3,4,4,3,4,2,3,2,1,3,4,0,1,"satisfied"
"314",313,97639,"Female","Loyal Customer",48,"Business travel","Business",1587,1,1,1,1,5,4,5,4,4,4,4,4,4,3,60,68,"satisfied"
"315",314,75061,"Male","Loyal Customer",53,"Business travel","Business",2611,4,5,4,4,4,3,5,4,4,4,4,3,4,4,0,0,"satisfied"
"316",315,51744,"Female","Loyal Customer",64,"Personal Travel","Eco",651,4,5,4,4,2,4,4,2,2,4,2,3,2,5,0,0,"neutral or dissatisfied"
"317",316,44413,"Female","Loyal Customer",49,"Personal Travel","Eco",342,3,4,3,2,4,4,4,4,4,3,4,3,4,5,0,0,"neutral or dissatisfied"
"319",318,105062,"Male","Loyal Customer",23,"Personal Travel","Eco Plus",361,2,4,3,2,3,3,3,3,5,5,4,4,5,3,0,0,"neutral or dissatisfied"
"320",319,91464,"Male","Loyal Customer",50,"Business travel","Business",3511,3,5,3,5,1,1,1,3,3,3,3,4,3,3,0,29,"neutral or dissatisfied"
"322",321,65726,"Male","Loyal Customer",34,"Business travel","Business",3666,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0,"satisfied"
"323",322,8473,"Female","Loyal Customer",49,"Business travel","Business",1187,1,1,1,1,3,5,4,3,3,3,3,4,3,3,33,40,"satisfied"
"324",323,13488,"Female","Loyal Customer",56,"Business travel","Eco",106,5,2,2,2,4,1,2,5,5,5,5,4,5,3,11,4,"satisfied"
"325",324,58611,"Male","Loyal Customer",46,"Business travel","Business",235,2,2,2,2,3,5,4,4,4,4,4,3,4,3,24,24,"satisfied"
"326",325,39607,"Male","Loyal Customer",25,"Personal Travel","Eco",965,2,5,2,1,2,2,2,2,4,4,4,4,5,2,0,0,"neutral or dissatisfied"
"327",326,41704,"Female","Loyal Customer",68,"Personal Travel","Eco Plus",936,3,4,3,1,4,4,5,5,5,3,5,4,5,4,0,0,"neutral or dissatisfied"
"329",328,44232,"Female","Loyal Customer",44,"Business travel","Eco",222,4,1,1,1,2,5,5,3,3,4,3,4,3,3,0,0,"satisfied"
"330",329,44021,"Male","Loyal Customer",61,"Personal Travel","Business",680,4,4,4,1,3,4,4,1,1,4,2,4,1,3,2,0,"neutral or dissatisfied"
"334",333,30960,"Male","Loyal Customer",64,"Personal Travel","Eco",1024,4,4,4,2,4,4,4,4,3,2,5,5,4,4,12,5,"neutral or dissatisfied"
"336",335,115097,"Female","disloyal Customer",21,"Business travel","Business",296,4,0,4,4,4,4,5,4,4,3,5,4,4,4,19,12,"satisfied"
"337",336,63204,"Male","Loyal Customer",39,"Business travel","Business",337,4,4,4,4,2,5,4,5,5,5,5,4,5,4,5,0,"satisfied"
"338",337,113849,"Male","Loyal Customer",50,"Business travel","Business",1363,2,2,2,2,2,2,2,3,5,4,4,2,5,2,238,232,"satisfied"
"339",338,95508,"Female","Loyal Customer",43,"Business travel","Eco Plus",189,1,2,2,2,4,3,3,1,1,1,1,4,1,2,13,11,"neutral or dissatisfied"
"340",339,112350,"Male","Loyal Customer",41,"Business travel","Business",1620,4,4,4,4,4,5,5,2,2,2,2,5,2,5,7,0,"satisfied"
"341",340,20650,"Male","Loyal Customer",46,"Business travel","Eco",552,4,4,4,4,4,4,4,4,3,3,2,2,3,4,4,0,"satisfied"
"342",341,65517,"Male","Loyal Customer",41,"Business travel","Business",1616,4,4,4,4,5,5,5,4,4,5,4,3,4,5,2,6,"satisfied"
"343",342,116988,"Female","Loyal Customer",31,"Business travel","Eco",646,3,4,5,5,3,3,3,3,1,5,4,4,3,3,0,0,"neutral or dissatisfied"
"344",343,116210,"Female","Loyal Customer",53,"Personal Travel","Eco",404,4,4,4,4,5,4,5,3,3,4,5,5,3,5,21,13,"neutral or dissatisfied"
"345",344,15218,"Female","Loyal Customer",39,"Business travel","Business",3601,2,2,2,2,4,5,2,4,4,4,4,1,4,3,0,0,"satisfied"
"346",345,35387,"Female","Loyal Customer",53,"Business travel","Business",635,2,2,2,2,5,5,5,1,1,2,3,5,3,5,150,156,"satisfied"
"348",347,102927,"Female","disloyal Customer",20,"Business travel","Eco",317,3,4,3,3,3,3,3,3,4,1,3,4,4,3,23,14,"neutral or dissatisfied"
"350",349,70950,"Male","Loyal Customer",10,"Personal Travel","Eco",612,3,4,2,3,1,2,1,1,2,5,3,5,3,1,0,0,"neutral or dissatisfied"
"351",350,76034,"Female","Loyal Customer",47,"Business travel","Business",2609,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0,"satisfied"
"352",351,97177,"Male","Loyal Customer",32,"Personal Travel","Eco",1357,3,3,2,3,5,2,5,5,2,5,4,4,3,5,4,0,"neutral or dissatisfied"
"353",352,51719,"Female","Loyal Customer",14,"Personal Travel","Eco",237,2,4,2,4,2,2,2,2,3,5,5,4,5,2,3,12,"neutral or dissatisfied"
"355",354,35558,"Female","Loyal Customer",53,"Personal Travel","Eco",950,1,5,0,4,2,5,4,1,1,0,1,4,1,3,0,0,"neutral or dissatisfied"
"356",355,109398,"Male","Loyal Customer",55,"Business travel","Business",2896,1,1,1,1,3,5,5,5,5,5,5,4,5,3,2,0,"satisfied"
"357",356,65351,"Female","Loyal Customer",28,"Business travel","Business",1537,2,2,2,2,5,5,5,5,5,3,5,4,5,5,0,0,"satisfied"
"358",357,102482,"Female","Loyal Customer",49,"Personal Travel","Eco",197,2,3,2,4,4,4,3,3,3,2,2,3,3,1,3,0,"neutral or dissatisfied"
"361",360,57484,"Female","disloyal Customer",25,"Business travel","Eco",782,2,2,2,4,1,2,1,1,3,4,4,4,3,1,9,19,"neutral or dissatisfied"
"362",361,121069,"Female","Loyal Customer",48,"Business travel","Business",951,1,1,1,1,5,4,5,3,3,3,3,5,3,3,0,0,"satisfied"
"364",363,49839,"Male","Loyal Customer",39,"Business travel","Eco",109,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,5,"neutral or dissatisfied"
"365",364,48189,"Male","Loyal Customer",79,"Business travel","Eco",414,2,1,1,1,2,2,2,2,1,2,3,1,3,2,1,0,"neutral or dissatisfied"
"366",365,82445,"Female","disloyal Customer",28,"Business travel","Business",502,4,4,4,3,5,4,5,5,4,3,5,3,5,5,0,0,"neutral or dissatisfied"
"367",366,108108,"Male","Loyal Customer",41,"Business travel","Business",990,4,4,4,4,4,4,5,4,4,4,4,3,4,3,37,38,"satisfied"
"368",367,63984,"Female","disloyal Customer",27,"Business travel","Eco Plus",1192,1,1,1,4,1,1,1,1,1,4,4,4,4,1,0,32,"neutral or dissatisfied"
"369",368,105287,"Female","Loyal Customer",59,"Business travel","Business",2869,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,1,"satisfied"
"371",370,25265,"Male","Loyal Customer",48,"Business travel","Eco",425,5,4,4,4,5,5,5,5,4,3,1,5,4,5,0,0,"satisfied"
"372",371,119844,"Male","Loyal Customer",53,"Business travel","Eco",1095,3,5,5,5,3,3,3,3,1,1,3,3,4,3,0,0,"neutral or dissatisfied"
"375",374,83524,"Male","Loyal Customer",59,"Personal Travel","Eco",946,4,2,3,2,1,3,1,1,4,1,3,3,3,1,0,0,"satisfied"
"377",376,46712,"Male","Loyal Customer",24,"Personal Travel","Eco",125,2,4,0,4,2,0,3,2,2,2,4,1,3,2,47,94,"neutral or dissatisfied"
"378",377,41188,"Male","Loyal Customer",56,"Personal Travel","Eco",429,2,1,2,3,3,2,3,3,1,4,3,3,2,3,35,29,"neutral or dissatisfied"
"379",378,5326,"Female","Loyal Customer",42,"Business travel","Business",3004,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,14,"satisfied"
"380",379,80176,"Female","disloyal Customer",24,"Business travel","Eco",1455,2,2,2,3,2,4,4,2,4,4,1,4,3,4,0,0,"neutral or dissatisfied"
"381",380,46900,"Male","Loyal Customer",28,"Business travel","Business",833,3,3,3,3,2,2,2,2,1,1,3,4,1,2,0,0,"satisfied"
"384",383,55425,"Male","Loyal Customer",60,"Business travel","Business",2254,3,3,5,3,4,4,4,4,4,4,4,4,4,4,2,0,"satisfied"
"385",384,88130,"Male","disloyal Customer",39,"Business travel","Business",444,4,4,4,3,1,4,1,1,5,2,5,4,5,1,12,16,"satisfied"
"387",386,105905,"Male","Loyal Customer",60,"Business travel","Eco",283,3,4,4,4,3,3,3,3,2,2,4,2,4,3,20,16,"neutral or dissatisfied"
"388",387,60943,"Male","Loyal Customer",13,"Business travel","Business",1529,5,5,3,5,4,4,4,4,4,4,5,3,5,4,0,0,"satisfied"
"389",388,101584,"Male","disloyal Customer",29,"Business travel","Business",1099,1,1,1,2,3,1,5,3,1,4,2,1,2,3,51,51,"neutral or dissatisfied"
"392",391,49223,"Female","Loyal Customer",50,"Business travel","Eco",109,5,1,1,1,4,5,1,5,5,5,5,3,5,2,0,11,"satisfied"
"393",392,106530,"Female","Loyal Customer",26,"Personal Travel","Eco",271,3,0,3,5,5,3,5,5,4,3,5,5,4,5,100,93,"neutral or dissatisfied"
"394",393,28676,"Female","Loyal Customer",27,"Business travel","Business",2777,5,5,5,5,5,5,5,5,4,1,3,3,2,5,2,0,"satisfied"
"396",395,109597,"Female","disloyal Customer",24,"Business travel","Eco",920,4,4,4,4,3,4,3,3,4,3,4,4,3,3,0,0,"neutral or dissatisfied"
"397",396,62291,"Male","disloyal Customer",34,"Business travel","Business",414,3,3,3,1,1,3,1,1,5,4,5,4,5,1,2,0,"neutral or dissatisfied"
"398",397,40177,"Female","Loyal Customer",30,"Business travel","Business",2154,3,3,3,3,5,5,5,5,1,1,4,2,4,5,0,0,"satisfied"
"401",400,66723,"Male","Loyal Customer",61,"Personal Travel","Eco",802,1,3,1,3,4,1,4,4,1,2,3,2,4,4,0,0,"neutral or dissatisfied"
"402",401,73698,"Female","Loyal Customer",32,"Business travel","Business",192,3,2,2,2,3,3,3,3,4,5,3,4,3,3,0,0,"neutral or dissatisfied"
"403",402,27641,"Female","Loyal Customer",22,"Personal Travel","Eco Plus",937,2,5,3,2,1,3,1,1,1,4,4,4,3,1,0,0,"neutral or dissatisfied"
"408",407,7645,"Male","disloyal Customer",50,"Business travel","Business",641,2,2,2,3,1,2,1,1,3,2,5,4,5,1,7,17,"neutral or dissatisfied"
"411",410,109551,"Male","Loyal Customer",38,"Personal Travel","Eco",920,1,2,1,3,3,1,3,3,2,4,4,2,4,3,0,0,"neutral or dissatisfied"
"412",411,86553,"Female","disloyal Customer",25,"Business travel","Eco Plus",853,1,1,1,4,4,1,4,4,3,2,4,3,3,4,0,0,"neutral or dissatisfied"
"413",412,17491,"Male","Loyal Customer",26,"Business travel","Eco",352,3,5,5,5,3,3,1,3,4,3,4,2,4,3,108,99,"neutral or dissatisfied"
"414",413,114667,"Female","Loyal Customer",53,"Business travel","Business",2690,3,3,3,3,5,5,5,3,3,4,3,3,3,5,0,0,"satisfied"
"416",415,74892,"Male","Loyal Customer",42,"Business travel","Business",2475,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0,"satisfied"
"417",416,15197,"Male","disloyal Customer",19,"Business travel","Eco",461,3,3,3,4,3,5,4,4,5,4,4,4,4,4,141,121,"neutral or dissatisfied"
"418",417,6867,"Male","Loyal Customer",63,"Personal Travel","Eco",622,3,5,3,2,3,3,3,3,4,2,5,5,5,3,10,11,"neutral or dissatisfied"
"419",418,111943,"Male","disloyal Customer",18,"Business travel","Eco",533,3,5,3,4,2,3,3,2,5,4,5,5,4,2,0,0,"neutral or dissatisfied"
"420",419,46720,"Male","Loyal Customer",52,"Personal Travel","Eco",125,3,5,3,2,3,3,2,3,3,5,2,1,3,3,0,0,"neutral or dissatisfied"
"421",420,67966,"Male","Loyal Customer",60,"Business travel","Eco Plus",1464,3,2,2,2,3,3,3,3,4,3,4,4,4,3,0,3,"neutral or dissatisfied"
"423",422,50319,"Male","Loyal Customer",41,"Business travel","Eco",77,5,1,1,1,5,5,5,5,2,2,2,1,2,5,0,0,"satisfied"
"425",424,14562,"Female","disloyal Customer",15,"Business travel","Eco",986,2,2,2,5,1,2,1,1,5,5,5,5,4,1,0,6,"neutral or dissatisfied"
"426",425,108335,"Female","Loyal Customer",49,"Business travel","Eco",1750,1,5,5,5,1,1,1,4,2,2,4,1,2,1,132,117,"neutral or dissatisfied"
"428",427,1026,"Female","Loyal Customer",39,"Business travel","Eco",229,5,5,5,5,5,5,5,5,2,3,5,3,2,5,0,0,"satisfied"
"431",430,109458,"Female","Loyal Customer",37,"Business travel","Business",2571,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0,"satisfied"
"432",431,51772,"Female","Loyal Customer",31,"Personal Travel","Eco",261,3,4,3,4,3,3,3,3,1,5,4,2,4,3,87,75,"neutral or dissatisfied"
"433",432,15019,"Female","Loyal Customer",32,"Personal Travel","Eco",557,3,4,3,3,3,3,3,3,5,3,4,4,5,3,81,63,"neutral or dissatisfied"
"434",433,23664,"Female","disloyal Customer",25,"Business travel","Eco",196,2,4,2,4,5,2,5,5,5,4,5,5,1,5,0,5,"neutral or dissatisfied"
"435",434,6731,"Male","Loyal Customer",55,"Business travel","Business",3934,3,3,3,3,5,5,5,4,4,4,4,4,4,3,0,0,"satisfied"
"436",435,57753,"Male","Loyal Customer",51,"Business travel","Business",2704,4,4,4,4,5,5,5,3,4,3,4,5,4,5,60,75,"satisfied"
"437",436,29788,"Female","Loyal Customer",40,"Business travel","Business",2334,0,4,1,2,4,1,3,5,5,5,5,3,5,2,0,0,"satisfied"
"438",437,28336,"Male","Loyal Customer",25,"Business travel","Business",3848,1,2,1,1,4,4,4,4,1,5,2,1,2,4,0,0,"satisfied"
"439",438,2878,"Female","Loyal Customer",70,"Personal Travel","Eco",409,3,5,3,3,2,4,5,5,5,3,1,3,5,3,0,14,"neutral or dissatisfied"
"440",439,81675,"Female","Loyal Customer",55,"Business travel","Eco",907,2,3,3,3,4,4,3,2,2,2,2,1,2,3,19,11,"neutral or dissatisfied"
"442",441,90850,"Male","Loyal Customer",73,"Business travel","Business",2141,1,1,1,1,3,4,3,2,2,2,1,3,2,4,0,0,"neutral or dissatisfied"
"443",442,29340,"Female","Loyal Customer",32,"Business travel","Eco Plus",859,0,0,0,3,3,0,2,3,3,3,4,5,4,3,0,0,"satisfied"
"444",443,68731,"Male","Loyal Customer",30,"Personal Travel","Eco Plus",237,1,1,1,2,4,1,5,4,1,4,3,4,3,4,0,0,"neutral or dissatisfied"
"446",445,29829,"Male","Loyal Customer",33,"Business travel","Business",3679,2,2,2,2,5,5,5,5,3,3,5,2,2,5,0,0,"satisfied"
"447",446,82401,"Female","Loyal Customer",13,"Personal Travel","Eco",501,3,4,3,4,2,3,2,2,4,3,5,4,4,2,0,0,"neutral or dissatisfied"
"449",448,42783,"Female","disloyal Customer",31,"Business travel","Eco",1118,1,1,1,4,2,1,2,2,3,5,4,4,4,2,0,20,"neutral or dissatisfied"
"450",449,39020,"Male","Loyal Customer",62,"Business travel","Business",3179,1,1,1,1,4,3,4,4,4,4,4,4,4,4,0,0,"satisfied"
"451",450,46111,"Male","Loyal Customer",29,"Personal Travel","Eco",1085,4,4,3,5,2,3,2,2,4,5,4,3,5,2,8,11,"neutral or dissatisfied"
"452",451,66327,"Male","Loyal Customer",57,"Business travel","Business",2807,1,1,1,1,2,4,4,5,5,5,5,4,5,4,0,7,"satisfied"
"454",453,82776,"Male","disloyal Customer",45,"Business travel","Eco",926,3,3,3,4,5,3,2,5,3,2,3,4,4,5,26,44,"neutral or dissatisfied"
"456",455,57441,"Female","Loyal Customer",48,"Business travel","Business",235,2,5,5,5,2,4,3,2,2,2,2,3,2,4,0,0,"neutral or dissatisfied"
"459",458,121273,"Female","Loyal Customer",48,"Business travel","Business",2075,4,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0,"satisfied"
"460",459,59385,"Female","Loyal Customer",10,"Personal Travel","Eco",2338,3,4,3,3,5,3,5,5,3,2,4,5,5,5,1,0,"neutral or dissatisfied"
"461",460,27078,"Male","disloyal Customer",24,"Business travel","Eco",834,4,4,4,4,5,4,5,5,1,2,5,3,1,5,14,0,"satisfied"
"463",462,111483,"Male","disloyal Customer",43,"Business travel","Eco",1052,3,4,4,3,4,4,4,4,3,3,2,3,1,4,0,0,"neutral or dissatisfied"
"464",463,11558,"Female","Loyal Customer",21,"Business travel","Business",657,2,2,2,2,5,5,5,5,5,2,4,5,4,5,6,0,"satisfied"
"465",464,83673,"Female","disloyal Customer",24,"Business travel","Eco",577,3,3,3,3,2,3,2,2,2,3,3,4,2,2,0,0,"neutral or dissatisfied"
"466",465,120382,"Male","disloyal Customer",40,"Business travel","Business",449,4,4,4,2,3,4,3,3,5,4,4,4,4,3,4,0,"satisfied"
"467",466,82170,"Female","Loyal Customer",8,"Personal Travel","Eco",237,1,5,1,1,2,1,3,2,5,2,4,3,4,2,0,0,"neutral or dissatisfied"
"468",467,117397,"Female","Loyal Customer",40,"Business travel","Business",544,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,0,"satisfied"
"469",468,59357,"Male","Loyal Customer",41,"Business travel","Business",2556,4,4,4,4,4,3,4,5,5,5,5,4,5,4,0,0,"satisfied"
"470",469,91983,"Female","Loyal Customer",67,"Personal Travel","Eco Plus",2475,4,4,4,4,3,3,4,5,5,4,5,4,5,4,0,0,"neutral or dissatisfied"
"471",470,119617,"Male","Loyal Customer",40,"Business travel","Business",3034,2,2,3,2,4,5,5,4,4,4,4,4,4,4,8,28,"satisfied"
"472",471,90639,"Female","Loyal Customer",51,"Business travel","Business",366,1,1,1,1,3,4,4,4,4,5,4,5,4,4,0,0,"satisfied"
"473",472,59638,"Female","Loyal Customer",59,"Business travel","Business",956,2,1,1,1,5,3,3,2,2,2,2,4,2,1,1,13,"neutral or dissatisfied"
"475",474,13395,"Male","Loyal Customer",70,"Personal Travel","Eco",456,0,1,0,4,4,0,4,4,1,4,4,4,4,4,19,45,"satisfied"
"477",476,104029,"Male","disloyal Customer",26,"Business travel","Business",1262,0,0,0,3,4,0,3,4,4,2,4,5,4,4,9,0,"satisfied"
"481",480,53978,"Female","Loyal Customer",68,"Personal Travel","Eco",1117,3,2,3,3,3,3,3,5,5,3,5,2,5,4,7,0,"neutral or dissatisfied"
"482",481,70029,"Male","Loyal Customer",32,"Business travel","Business",2187,2,2,2,2,3,4,3,3,4,4,4,4,4,3,0,0,"satisfied"
"483",482,96407,"Male","Loyal Customer",18,"Personal Travel","Eco",1342,3,4,4,2,3,4,3,3,4,3,3,5,5,3,0,0,"neutral or dissatisfied"
